area_sqft,bedrooms,bathrooms,floors,age_of_house,garage_spaces,distance_city_center,nearby_schools,crime_rate,park_distance,public_transport_score,local_income_avg,house_price
2833,2,2,1,33,1,28.338524262018183,5,5.372309500826771,3.3678787359865026,7.130760153827315,55834,434990.6002352262
1615,3,3,2,31,1,29.389966301612894,3,2.9870591018542902,4.038902783129299,8.090975658352253,67423,333796.3681008536
1355,3,2,2,1,0,14.698977215106662,4,4.277043683941644,1.0044360893322757,9.872254158327298,43553,337334.19885924336
2724,4,2,1,25,2,3.0511596410282515,0,9.572953989056677,4.689731778271736,8.68803461373588,121378,548665.2365328377
1584,1,1,1,10,2,23.29474680829837,1,2.1485836917340606,1.2679441687555724,5.118525819495735,84962,314660.8341789177
859,2,1,2,24,2,21.415012426869062,0,9.88734432052513,0.7619883324258115,1.9494060059581675,102332,220051.85587014302
3785,1,1,2,18,0,17.598595145709183,1,2.1553988335011818,1.6892427759406978,6.975960253702517,121936,612533.0894757278
421,5,2,2,19,1,26.702958213042326,3,3.1923598189776903,4.061963640792242,4.801443822233889,113182,250791.61385421833
2700,2,1,2,32,0,27.391317625110027,2,0.8716498230883285,0.2383706778248668,4.650347937901143,131555,470526.07592692634
1147,1,2,2,16,2,20.655706060980602,2,7.520954889185722,1.2114713476831465,4.039741916004971,51795,238303.96129756962
3304,4,3,2,29,2,3.806948442580784,1,0.17634485799124078,4.782444302345873,2.519664207253776,110946,624087.0313453567
874,4,1,1,17,0,3.317992600951785,5,7.8784090315857505,0.18334777079896145,1.7991465547885994,108511,298278.356782088
1482,2,2,2,31,1,12.55457768831482,0,5.771332802045748,1.4634628247359263,8.370012671777744,39897,293504.9690682631
2958,5,2,2,39,1,9.134667657067313,2,7.487671272536307,1.696283631150341,2.6646811916094015,139983,573072.1858242368
2447,4,2,1,3,2,4.423003940532189,0,7.831204640806559,4.627166089097823,7.29853115086081,100115,516561.35598671576
3947,4,2,2,31,0,18.530129225175813,4,1.2438224746102833,4.270921893926159,7.540856559169473,58074,630686.4287589112
3147,5,1,2,18,1,20.664129216924323,0,0.21391353442628103,2.3544346004830206,3.7661353297562803,146195,604265.8471483863
1375,1,1,1,2,0,21.090063765726278,5,1.687664818613741,1.656028633370434,6.00605487410294,36882,265646.4869683692
2206,4,1,1,37,2,5.670679133736102,4,3.8406754637833087,4.727696078908369,7.4021787836841355,52532,425319.72408944357
589,3,2,2,27,2,9.522392309882463,4,0.7331644194040066,1.022672796984304,2.2100102675013416,75451,247469.136206254
3405,4,3,1,37,2,6.372060655158606,2,4.5673957078037635,2.436422138832225,2.5241782463168736,104194,605234.6691971926
3134,1,2,2,5,2,18.23935981975044,4,2.8508937318601335,2.1503477657690544,7.45802827033929,137454,591043.8374635524
3405,1,3,2,39,1,17.228902342585357,0,3.6383497580875868,4.682503798629049,3.5187805804519217,136727,560479.2875434745
962,2,1,1,16,2,15.347746394299794,3,9.403674157488322,3.8034714346339076,1.9647467209193654,72748,226587.5015494062
2299,3,2,2,4,1,9.233668477245097,5,7.242707221430782,2.3705451949351244,5.68218646217127,45522,443896.4230482153
1667,1,2,2,18,1,7.49306134051539,0,6.581599874090972,3.0745591915791306,8.257260349379532,134831,394881.8802438912
3279,5,1,2,34,0,26.767031051554117,1,6.535652024381706,4.546856335925024,3.7554717795674715,145273,568026.8104503199
1928,3,2,2,21,2,1.941191719489896,1,5.553809911498243,4.173019944014947,3.344789482495903,109730,435496.7197962358
3602,3,3,1,23,1,19.86375217720974,0,5.129804355002077,3.1157220797422784,2.869910380796973,85287,571723.6431616498
3956,5,3,1,9,0,1.0775209403932189,1,8.82152552931463,4.585060572922386,5.290183264711872,52043,663428.686495391
1046,4,3,2,1,0,6.218224766450894,3,0.7500192762365665,1.9634061290885036,6.154850224120212,65168,349017.1939793549
2468,5,2,2,27,2,9.039762331457014,1,2.8852001059875065,3.692584210028812,2.2110913904691065,49374,464672.16431895044
3288,5,2,2,36,2,26.651336093206645,2,1.0412713764181358,0.17896406458963843,8.212901767523242,92890,590549.3103457498
2614,4,3,2,16,0,4.563180540393784,3,0.11052853055677492,2.9565715004824273,5.770663996777007,77907,534250.7163292048
1697,4,2,2,5,1,28.165293384734486,2,0.13867071445112233,0.771196644666966,6.064855395762415,128402,426786.9630604525
2835,4,3,1,4,2,24.555960974950125,2,0.2400978120214492,2.669073803416857,2.0580286680665294,54432,502261.937487187
1000,4,1,1,38,0,20.531869511445358,3,6.817375257530642,1.3079054372977608,6.609208177765456,130214,289538.99738839787
2763,4,3,1,6,0,12.646511312922692,5,1.1140494075890506,1.9653469062353133,7.104873556552875,72186,543702.1277220405
2461,5,1,2,31,1,27.20507787513181,2,2.0240908269924116,3.981606517112129,4.634335327204742,31187,406364.14871540613
641,2,1,2,3,1,16.074673379361094,1,4.189840668030306,0.3871635766140451,6.3929196293267365,87892,242600.58472358796
2441,2,1,2,20,0,11.450622074224318,0,2.69250254383282,2.7332670813379165,3.1007631735184025,85441,425943.451564036
3224,1,3,1,31,1,17.77590770690594,3,8.166976355901975,0.8098805743276501,6.753536783195417,136782,554135.6699677234
3817,2,3,2,17,2,7.351895656522281,0,6.2345408679336645,2.9088812590883113,5.797178519238339,130322,673832.8487054422
3012,2,2,1,32,0,8.549906227961152,3,3.3330860444285815,3.204606560801985,6.245202578864571,67531,495206.1729072615
3345,5,2,2,13,1,27.619777986336572,3,3.1778294826657527,0.9922210942432625,3.2653115628944174,107888,600099.1849308753
1763,4,1,2,5,1,23.920841825074078,2,6.836937220093736,0.12923686729104364,8.101948999525616,105934,407587.11399678345
2539,4,3,2,10,1,15.648271510547804,0,1.7066996865641049,0.5187212312537428,8.433653697937169,130467,559446.8407073622
1790,5,2,2,19,1,12.788738041337304,5,2.8054569145118524,3.479103105400601,1.942767059186052,128202,451322.89520968904
3403,2,2,1,28,0,24.323313200742618,1,3.534337548658799,1.9624842507770157,8.808637280305895,33111,492657.15247192583
1878,5,2,2,34,1,17.3337718340903,0,4.546456927792278,1.9271854853808197,7.983038065297773,109499,429966.8880454586
3899,1,3,2,15,2,12.743495139902333,3,1.9053182235260557,3.4902631783223668,5.97917982389804,142587,689380.6386894888
2956,4,2,1,6,2,15.705739363873954,1,1.5723299978030103,2.5359487509544643,1.4958988767569148,141450,583717.3686583405
1175,3,1,1,39,0,7.364922693958083,2,9.899600825164082,3.221717526257373,5.709407539730854,56906,245051.00641871098
434,1,3,1,35,0,6.4581115397635775,1,9.131980246922236,4.604711441222362,5.217270331551076,121836,198764.64046753803
2653,1,2,2,30,2,29.67817798096972,1,5.236182265949244,2.5836342269141572,3.01116165558276,119970,438058.3836551473
3552,5,2,2,5,2,29.102958724014982,0,7.655503135072575,3.2263722692081873,8.501812016410252,101277,629084.6143761172
2355,2,3,2,28,0,12.914399715706288,3,6.740037755882083,3.2345955390663703,3.8848603624888636,100480,437992.6543202381
1985,4,2,2,26,2,15.700215188683996,3,0.7511432682013208,2.7200226710976136,6.222291435356557,79651,432451.6431869085
3859,3,2,1,1,2,24.90222706457339,3,5.178974404484188,3.355723811325317,5.055012459654471,64456,612079.3739812727
3473,1,1,1,21,0,21.912151824963143,4,1.8391941455184624,4.188292047008336,8.906223055605363,107405,557604.1651381865
1421,3,3,1,8,0,3.4367023882363883,2,5.840583144866071,4.058372593010776,5.508712740919853,46009,332799.6294355253
3861,2,2,1,10,1,11.551026101295577,0,0.6179147686402553,0.3806208475895525,3.501979250362635,145047,673147.7466058744
3013,2,3,1,15,1,7.879461675327441,3,1.6290875330652832,4.763757864963342,7.49930255736144,56489,528771.1312486827
1529,3,3,2,12,2,29.782590654544844,1,7.81717850433637,4.251283803576574,7.906560685717199,116162,368550.78946757334
1900,4,1,2,17,0,22.58669685874659,4,8.43247397235556,4.8559520343485145,9.41187123985867,132467,429082.5782595299
1102,2,1,2,24,1,1.909073669918022,2,9.074606075390598,1.0509889865755793,7.715970156677494,83390,296734.73461853404
2849,3,3,1,32,2,27.051120014674524,3,8.967265472593295,2.728400726163693,1.4463134325976275,90410,463380.2489303127
3177,1,1,1,9,2,27.87477220406968,4,9.070289482367965,2.2554784887832806,8.461706282160693,147988,551668.7392814086
1979,3,1,2,29,2,10.331434800457501,2,0.94708989383399,1.947091563088012,5.340920986984952,113726,435873.25226780784
561,3,2,2,0,2,19.438343975795654,5,6.594886451809599,2.091927993827435,2.3159058485006363,33574,204941.0273221461
601,5,1,2,32,0,20.62015027398056,5,7.010537526038247,4.527741309226781,9.806275759227336,112528,269809.24671001243
2381,2,1,2,14,2,22.0216548370201,1,2.6819503534942903,3.5223850111424655,6.8503563786622195,143074,480548.8624401593
1395,4,2,2,28,1,20.95846455598365,4,9.929307552475672,1.6912744719017476,9.030728392533813,101692,352599.40386912617
2717,4,2,2,1,0,17.0116812479457,0,2.858285406766996,1.9565037640700564,2.5989958867605867,137216,547104.9518881284
1215,5,3,1,10,2,28.63839536145792,2,5.748879086988423,2.395754140937114,7.987921655162626,85250,343709.06696885795
3742,4,1,2,33,1,15.615038077766547,4,8.723554223333863,1.8979570065291733,6.36858070004214,111978,630210.825576507
855,3,2,1,18,1,3.77194023269051,4,2.8918611397698424,1.129358730221666,4.476932670034019,126250,329040.15926999797
3933,5,1,2,1,0,2.872551753608302,2,6.065053195655418,2.2332003921264816,2.9230606679385818,54005,658598.7055872094
1675,1,3,1,19,0,1.0421102672507485,4,7.200146739864305,0.48967905292124514,4.066732657508812,113512,383257.4246664911
1416,2,1,1,30,0,13.123739912495939,4,6.267106278166824,4.286659795375411,5.8067946072136465,100325,305061.9432153825
2743,2,1,1,3,1,8.560469819921458,2,4.0596491160230315,4.141862574802795,7.597333466340394,130135,538174.4775732569
3167,2,1,2,28,1,26.90895800272747,1,9.447548833936185,4.4704122531607196,4.923500690651972,111245,492587.5962925714
737,3,2,2,29,2,26.080861829688907,5,6.123099596634001,2.2849616716024777,4.532837042600468,41363,199764.83301203535
1278,1,2,2,12,0,25.21635381370216,0,2.2436024734020954,3.291023351101379,1.0770480772317905,143950,300849.94347136555
1476,5,3,2,14,0,26.084704463281508,2,8.06129245859368,4.068968314982078,9.543722732201246,136764,409279.99838328466
1191,5,1,1,19,0,9.279367544200051,3,6.558783675511425,1.6427996177398168,7.9364886012600575,147527,388267.6607012518
2664,2,3,2,33,0,13.070467554775483,4,1.095152017344011,3.2035847679466047,9.963005810843283,91788,504278.2309385423
1163,1,3,2,27,1,9.69627274863705,0,2.7814211380622034,2.247337920298316,9.282994256286461,63264,288586.0718022688
2635,1,2,2,19,0,3.03939106712411,0,1.5813798433062098,1.9311822122429678,8.766865185429664,67943,474692.85568084044
779,1,1,1,24,1,27.75936565878887,2,0.7267303862785168,4.311420148833622,1.522744354120868,75357,168053.88990995902
892,4,1,1,26,1,18.66982483937822,3,2.3019975244189106,3.157982384166169,6.540501089744998,96305,280414.387292927
3512,4,3,2,29,0,4.410295798155949,3,2.7813830655180816,3.1546380382772035,3.0281961085985545,139365,660538.7781168714
1580,2,1,2,19,1,6.57873922128794,1,4.665251660747753,0.8686325328711927,8.933893412204265,96127,373113.617255065
2462,1,2,2,0,1,13.797202511782475,3,9.692630010243633,1.799899201834221,8.377915641189986,81699,456785.0337128346
464,1,3,2,34,0,2.0308752994924584,5,9.432687834801547,4.222165464818835,2.533547580023203,144123,239135.87193687577
2968,5,3,1,23,0,8.52375754622684,2,7.536831889782448,1.1461114743638623,8.078230713538332,53323,539522.5608256977
1767,5,2,2,24,2,21.2516684363006,0,6.465114368559222,4.855271788725859,9.882248263769545,149641,456332.7625779901
1552,2,2,2,39,1,27.651991219878283,0,9.472726692386765,4.176193463424964,4.2176144733836125,94351,277341.1685276735
2427,1,2,1,11,1,27.897576764664908,3,1.4244720269208744,1.411311346897329,4.287194740775626,148972,464093.0783461245
3095,2,2,2,10,2,15.840857961801541,4,3.3033052835617993,0.6302729477400413,1.2261795759878584,80537,531848.9297498338
1895,5,2,2,29,2,9.70858001790157,5,5.53327198983669,0.9308228765784777,7.54318858431725,138164,494457.38001200644
3534,5,2,2,12,0,27.661996826159086,1,8.139341688513266,1.2867899322186749,8.442092399655504,142144,645961.0368266926
1562,4,3,1,24,2,23.705729732937304,3,6.237866351471277,1.2649616165796134,1.4195356826225582,75203,335376.974961068
1922,2,1,1,24,0,17.819801519175755,5,8.088691879607632,0.17976862825083836,9.507564651883639,146391,418652.07292778767
3040,2,1,2,16,0,25.119310592715152,2,1.5307505301946622,3.6049779334900154,1.6612221174299417,49928,447914.3240585678
791,1,3,2,11,0,14.035495881003554,1,1.9273484739712021,4.887627100452187,6.11974119150181,67457,236143.76116839386
2098,1,1,1,10,1,3.809747623697998,5,7.405652276125511,1.503527741430835,9.346109275997028,47813,394005.91955413215
818,4,1,1,9,1,28.178024527316584,3,3.483155522429916,0.17976608741622752,9.355285376025112,68708,260213.95451226813
2736,3,3,1,16,0,16.253208772542223,1,4.360943921148972,4.599719526265625,2.1993396136333048,84087,474078.60181717796
778,3,1,2,15,2,21.011071293276366,4,7.916645367133022,1.1103791695544576,9.741904271048307,132055,306492.29232547624
2196,3,1,1,19,1,12.0726226400129,2,0.700362203412912,0.13505518258567004,3.43384957767073,47326,396017.46474824625
3961,2,3,1,4,1,4.504374909102847,3,1.6797949458162553,1.1982000676756657,4.0747858136100366,123180,705157.6059701802
2678,2,1,1,31,2,8.520512950996201,0,2.95810812940919,0.6096779861749017,7.076049497274213,112377,495214.9847843192
3465,5,2,2,26,1,1.7883425721972273,2,8.834934696828991,3.657629517171714,2.0088416751234233,140800,653324.9005382692
2488,2,3,1,3,2,3.083598256299368,4,4.0488087344146075,0.10804373381379091,5.80866970123703,51037,487172.99485559214
3499,2,1,2,6,2,6.545113813682441,5,2.5210884933516633,2.2626223981599196,8.343785667736576,139935,671416.2602129624
2582,2,1,2,13,1,17.049828365259646,4,6.78427368427974,2.5105653411219975,5.46574144405339,60137,436986.3768233119
600,4,2,2,38,2,29.790099740901137,0,0.3029013552179849,3.94259330298305,1.5495390381639713,90627,206448.41332833408
2263,2,3,2,23,2,25.389837619938262,2,7.751067645011901,2.6595855035936524,8.24545804159282,135242,461588.7095585746
1179,1,3,1,17,0,3.0330780662447356,3,6.9789271085217655,0.7112139255553735,3.1626507239946946,125795,325186.30810385186
3377,1,1,2,37,0,25.34913831404336,0,0.550832818705701,2.189753018989388,8.250708377855872,137804,547126.0453080884
3504,5,2,2,38,1,16.32118359031408,3,4.980288474266578,4.679495487226676,9.443458374515597,108853,632223.9019009278
3519,4,2,2,39,2,19.97954228869269,1,4.041504155001473,1.2603411136709821,7.793323217550827,104899,609419.1362348078
902,1,2,1,0,1,4.328088742822082,3,1.5813921215995863,1.567394809373943,1.298367131112035,133396,314189.51852074405
2854,4,2,1,16,1,12.165486699636633,1,1.5404476407099577,4.378968188073317,6.935903979444825,64634,519180.2711346212
2151,4,2,1,25,0,26.58159058869417,3,1.6019821242000165,3.951227390673657,3.449351439920305,111553,420064.8281857823
1204,5,2,1,21,2,13.048286056782443,1,5.996623844649508,1.548031951661628,2.7907244164714564,139158,372559.1180132048
2546,4,3,2,38,1,4.249847588973461,2,1.7110665131081948,3.571027487128787,7.847497713189283,82245,515572.0881613465
3131,2,1,2,17,1,9.676720925179923,4,0.5959593995495149,0.5170663185623006,3.605878947058655,120546,572961.3759611575
2295,4,1,2,37,0,7.034831750853394,2,9.57576988825383,2.760670709397027,2.2923053469997487,69913,403349.5271015621
3173,5,2,1,27,0,20.763462682792014,0,0.39171754876616505,4.367782064697735,2.538106789721052,38568,498708.9348243381
1970,5,3,1,20,0,27.375319049340096,2,6.638960482819361,4.228334919832068,7.0953760243168045,116533,429317.3624117906
1360,5,3,1,37,1,22.13795376200027,2,9.360329236865487,1.0939421721284268,5.117094920954937,74308,312797.13580946287
3060,1,2,2,32,2,25.38678954253069,4,0.37935333095685086,2.712510684191891,2.8776645744798146,75887,478629.5298591779
1885,2,1,2,29,0,24.271621051121762,5,9.6573188201922,2.052458933451885,1.7172405565049496,37943,279658.1346731179
3090,1,2,2,7,0,0.9308269408291592,2,5.023391077837034,2.8481924779104513,9.435370961049001,118849,584928.2635510794
1428,3,3,1,29,2,4.1689209499728115,0,7.850852172498226,0.46785695917252945,9.977768167838338,59077,347865.91490140336
3689,2,2,1,38,1,12.989683043877022,2,6.251219219916269,4.908642654638985,4.547548700105064,33781,521924.6166809171
902,4,1,2,8,1,3.806645105230294,2,6.168469813289855,2.861220750461539,3.238239290518176,69542,290500.2612926952
3214,5,1,1,32,2,22.18057557314682,2,7.887585242134043,0.6845192963232041,1.3759872954481316,131218,562051.455985679
797,3,3,2,28,0,2.5705292301088107,2,0.6544002279310157,3.2471152675302997,3.765490643410173,82405,283978.2306423001
1270,2,2,2,30,2,12.77913537215502,4,3.923898791517406,0.13779609977908427,6.244689409346959,56274,298823.24576461565
3242,1,2,1,2,1,12.072531713093195,4,9.695680951869324,0.13168865387129391,5.719647775792489,147101,591017.5923165033
792,5,3,2,37,1,16.53164686685987,0,0.5458728059928408,0.9778181862068033,4.70163642254535,132700,325111.84266216937
606,1,2,2,10,0,19.06663444393002,5,2.6279580488439502,1.4275512385995626,4.258779408955962,132903,255233.02676795458
1438,2,3,2,4,0,28.43521292307895,0,6.721069430435529,1.389486198400586,9.80407033415026,92132,331724.55261675344
2281,2,2,2,30,2,8.499951570055412,0,1.0043562162301722,2.2715411603899134,5.502444510616837,103013,455222.0726211963
3339,3,1,2,19,1,20.14654241424682,5,5.3667356957982895,2.6146539424415205,1.0797711631560913,122344,569242.3796709727
1884,4,3,1,3,1,1.5350012968707463,2,7.133704192937095,2.1685436633154054,7.29320433947886,31103,413978.1387868581
1263,1,2,2,7,2,0.5297065409202975,5,7.574203798550285,1.9320546698581718,6.249094923385144,41466,309836.17511053703
3190,3,2,1,34,0,1.2480672267671566,3,5.611895931231307,3.383685384302037,2.4237151916398574,73055,527337.4584084938
3712,5,2,2,12,1,13.742896732790424,2,5.00630309103231,1.3168514338427595,7.375077039196765,120580,691427.4798128613
963,4,3,1,4,1,16.87288796831576,3,7.138887295648494,3.1762519759268724,1.1790395672334064,81497,289116.38612929056
1420,3,1,1,39,0,0.6832435735702493,0,1.4505961571983594,4.787670945600449,7.528796498805765,62022,311958.302036686
495,1,2,1,18,1,12.194140443067829,2,6.805179199475644,2.4116886523937326,2.344955601365955,51685,153109.06054204845
2323,2,3,2,17,0,1.705272283124122,5,9.192453281858263,2.604868338196128,9.861016569707056,53101,454385.88600064017
2157,5,2,1,32,2,19.771876030348626,5,6.827530698961284,3.6685657255285444,5.602666830657778,107497,455132.8399262378
2932,1,1,2,3,0,19.121344934086473,5,0.4650363557806436,2.5862393732938553,1.0962796100365717,127196,517697.2786225809
3878,4,1,2,17,0,23.63342764944707,5,5.059861821392615,0.805146778865641,8.542574682494072,112643,662520.4687093021
2678,4,1,1,23,2,16.614695623738324,0,7.26275287983894,3.0924463827649817,8.423375805416944,112768,508242.9602004463
3196,2,3,1,28,1,18.87701993518671,4,0.43244215799365104,2.5929899746672076,7.870214902572098,72462,539245.8293829301
2078,2,2,2,30,1,8.742869148442836,0,7.621982703167218,4.762235103872288,5.841481879400186,98595,400917.8798069886
3642,5,3,2,27,0,3.020887635631593,2,2.8160280632636194,0.5557168638333705,2.966052787658627,149633,704695.1904254622
940,5,2,2,8,0,22.25053177830022,4,5.887731907363102,2.728694871090292,6.759894169037486,86092,310399.7410445063
1459,2,3,1,25,2,18.54996833449025,5,9.663435393990255,3.1229615675895714,8.631821337466686,44767,301477.9178445263
2972,2,2,2,1,2,28.18078902478914,4,9.94929484940042,3.137481802466474,5.43721232836523,106447,518605.41143668187
1583,4,3,2,5,1,29.682162329478825,3,6.344076972626712,0.3925335396608337,1.6043364223941947,78519,350379.2282895611
2122,2,2,2,28,1,25.494879434918456,1,4.9148372561658835,1.7063705236276894,9.777368027956472,67937,380262.66431613266
3714,3,3,2,25,2,29.57584485795729,4,1.7769230518692558,1.3864606298348845,7.090538575792254,37560,580416.466012829
3557,1,1,2,27,0,19.599665752589623,1,2.0833374436274643,3.4319361137020183,9.836978340581256,41897,517149.9340775241
2219,2,3,2,6,2,3.212500262815264,0,4.2920001248922475,3.7035196808804782,2.6829410668234885,88157,458827.08390811214
3025,5,1,2,33,1,3.150059905386319,0,7.022863369432148,1.1254200345700445,2.8305157002274495,131700,579136.6545147018
3129,3,1,2,9,0,24.310033338481478,4,7.693031165577443,4.147793942662675,1.9042896232418913,65244,485218.02298806695
3004,5,2,2,39,2,7.487382858907784,3,2.219083785641108,2.4766659048070334,2.8941500957603146,60412,541148.7263439124
1997,3,1,2,21,1,2.29915211236898,0,5.354167746558543,1.38850805690335,1.9750701336834422,50632,374979.39485824446
3460,2,1,2,26,0,14.432100839679714,1,5.9160506443480445,1.568789889671222,3.457323560381336,118414,560752.9811167889
3093,1,2,2,38,0,9.782052744710882,4,8.930780199671263,1.3913325957001088,6.22368762490372,144401,542597.4956174648
1195,5,3,1,21,0,17.850399878528233,4,8.764215617640156,3.061764781116362,8.377696852455802,104704,352470.00143699185
1451,3,3,2,18,0,18.204455510273558,3,8.173852013396928,2.6826226562062407,1.8670504714732312,139112,364010.3268475442
2043,4,1,2,35,0,20.604279534782954,4,5.1666149006245465,4.699776808742298,2.4178530938408196,36297,335694.2508411226
1763,2,3,2,8,2,17.505048540471446,2,0.6508315371431161,1.4410761652257833,3.6083686348086217,127619,427289.88436759514
2381,1,1,2,18,0,11.737082386890366,1,3.344734824879433,1.6639690061769,4.089996765905371,80801,408388.8317183768
1754,2,3,2,1,2,1.1981676307246651,5,6.217204811352954,0.13173896372530625,9.002723373357036,51509,423561.13775800844
2063,4,3,1,27,0,27.200109809644495,2,6.3760719896238625,1.5618595744928636,3.0409577778934027,122767,412254.2421564857
1929,1,3,2,38,1,10.14419102969417,2,8.490729868006413,1.3293121543653479,2.1513099120633186,41744,315971.2646873009
2438,4,1,1,21,0,15.460941962820275,1,3.7939396606352704,2.069779125339816,8.863748674940668,145258,510709.99293452426
3819,2,2,2,5,2,16.92965877718476,4,9.366221359880099,2.528638802998686,8.944257556608052,73475,628769.2010678644
1896,3,3,1,6,1,9.788161574811793,4,1.6323526798758803,3.384230859458338,8.067064888769078,141931,490599.5084165755
3702,2,3,1,5,1,9.600188213657784,2,0.49865831780885994,1.040253719957659,4.432088775245946,119098,661239.3522992096
2637,2,3,2,32,2,8.195414934134519,5,1.7669111207991284,2.82645234663339,9.215406529804092,99166,530586.6399289994
3696,2,1,1,13,1,7.678923659482958,1,4.623231509283016,3.6703500396525777,4.954014519670139,115930,618658.6069270282
1808,5,2,1,0,2,1.3966740278749548,0,8.229084846281427,1.2817923414374528,8.123922807639595,39894,423082.14254694874
1800,4,1,2,24,0,28.758480749253696,1,1.5383634098074839,1.820936828426115,4.914166689499007,88834,357629.5914923307
1706,4,3,1,5,0,18.0612337339574,5,5.481864600589063,1.1050812267171346,5.337005808771803,103114,415074.4724256241
3080,4,1,1,27,2,3.6879767689356537,2,7.765914084268318,0.6440571134223211,8.742584660406346,136407,606939.1142229498
3075,5,3,1,17,0,17.962773409878192,1,0.3486161585317349,3.805399915765428,1.0084793309480578,32529,505551.93023405835
1372,3,3,2,26,1,7.351304051055358,1,0.41520035873905736,1.2763116346521661,3.4658845718681954,83027,352270.0618365362
2168,2,1,2,1,0,9.665120512818017,0,4.905911877050082,1.9010865788940072,6.794861804127006,58717,404866.3966299058
1682,3,3,2,39,0,24.134461557572095,3,1.8264627947019707,1.3136655568766693,9.29738752688724,79220,358599.9716703348
3830,5,3,2,20,1,26.63115955523758,3,4.505689956081088,0.31474087261529154,1.1129340216057257,101241,647045.8807768221
1109,4,2,1,22,1,21.144804845432294,0,0.43935489834986186,3.672052564854387,5.17868713627033,30062,251948.27276106054
1879,2,1,2,1,0,28.011153726771532,1,9.768706502750492,3.252316715253274,5.648463346936139,92623,344849.7046044454
1834,1,1,1,15,0,27.198298383901385,2,6.541888542839443,2.4330178520546033,9.994574348807987,58839,306728.6524922487
1048,1,3,2,3,0,16.759518534321725,0,6.86695998682758,3.4042459657689026,7.273973078592261,104407,290588.6863300033
717,3,3,2,33,2,27.281476451996156,3,5.097286972056673,4.247849492779465,2.1370704198328028,134539,259541.537106028
3696,4,1,1,4,2,16.577439559830182,5,8.249101808188069,3.130466207750346,5.998137355411382,79140,625351.2164698895
1657,1,1,1,33,0,3.5760829736665865,3,8.334077849978048,4.543247603464565,2.386074579184696,124108,331868.46633926366
1083,3,1,2,21,0,24.96893073983214,0,1.5909067146921452,1.087326450974232,7.535120720209702,84255,271958.3649379828
1063,5,3,2,19,1,4.370472703568919,1,7.683953653670729,4.428452337440097,4.270478793073557,53829,315111.6071248194
